controller,comparator,metric,method,mean_difference,ci_lower,ci_upper,seed_difference_min,seed_difference_max,day_clusters,fixed_trained_seeds,bootstrap_replicates,confidence_level,inference_scope
PPO-QP,DischargeBias+QP,carbon,circular_block_14,-1.3559682886221824,-1.7718761947246275,-0.9494240622076496,-4.52580612668843,-0.2155419971541046,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,task_score,circular_block_14,-1.0483628469263726,-1.9859317502935736,-0.08738890633956164,-8.04851077620872,4.940716441405118,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,peak,circular_block_14,-2.7735548148764513e-10,-4.0841701740226605e-10,-1.666201814469577e-10,-4.695366967028418e-10,-2.2805710824076624e-10,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,grid_excess_energy_kwh,circular_block_14,1.4364645159534724,0.8398458918618988,2.006970962580172,-0.48487197847581565,5.3151692143374545,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,export_excess_energy_kwh,circular_block_14,1.4364645159534724,0.8398458918618988,2.006970962580172,-0.48487197847581565,5.3151692143374545,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,import_excess_energy_kwh,circular_block_14,0.0,0.0,0.0,0.0,0.0,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP,DischargeBias+QP,ramp_slack_kw_mean,circular_block_14,-0.004152664570612234,-0.03657257531324236,0.02476975506973943,-0.11051875844585271,0.18354676856451393,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,cost,day_cluster,-1.314069041114443,-1.6587689516052124,-0.9792032760279579,-2.9491417761416807,-0.2012967064337453,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,carbon,day_cluster,-1.1482632460132047,-1.5266446337453798,-0.7708061237833536,-3.3858343532502384,-0.24214887386965178,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,task_score,day_cluster,-1.4938295221655031,-2.6579198537337105,-0.30133997130006623,-6.269616659406982,0.8764253880219974,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,peak,day_cluster,-2.8099276068342776e-10,-4.1286998872727483e-10,-1.6522635676735193e-10,-4.879526526425392e-10,-2.2796615877058895e-10,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,grid_excess_energy_kwh,day_cluster,0.6235332496834658,-0.12198943083061707,1.4640266850391235,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,export_excess_energy_kwh,day_cluster,0.6235332496834658,-0.12198943083061707,1.4640266850391235,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,import_excess_energy_kwh,day_cluster,0.0,0.0,0.0,0.0,0.0,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,ramp_slack_kw_mean,day_cluster,0.009157993584556108,-0.02328250413168802,0.03956931844961092,-0.16091521381682677,0.2061991043142325,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,cost,circular_block_7,-1.314069041114443,-1.7839742218214885,-0.8492968655749905,-2.9491417761416807,-0.2012967064337453,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,carbon,circular_block_7,-1.1482632460132047,-1.522049964311773,-0.7742500793512423,-3.3858343532502384,-0.24214887386965178,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,task_score,circular_block_7,-1.4938295221655031,-2.613279439445567,-0.45969546031408304,-6.269616659406982,0.8764253880219974,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,peak,circular_block_7,-2.8099276068342776e-10,-4.154268603647674e-10,-1.6392837883708693e-10,-4.879526526425392e-10,-2.2796615877058895e-10,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,grid_excess_energy_kwh,circular_block_7,0.6235332496834658,-0.09239030242915779,1.2229952048398054,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,export_excess_energy_kwh,circular_block_7,0.6235332496834658,-0.09239030242915779,1.2229952048398054,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,import_excess_energy_kwh,circular_block_7,0.0,0.0,0.0,0.0,0.0,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,ramp_slack_kw_mean,circular_block_7,0.009157993584556108,-0.022411396324351362,0.037809763259097164,-0.16091521381682677,0.2061991043142325,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,cost,circular_block_14,-1.314069041114443,-1.8355090012797168,-0.788667070329324,-2.9491417761416807,-0.2012967064337453,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,carbon,circular_block_14,-1.1482632460132047,-1.4961314692432015,-0.8219452701074175,-3.3858343532502384,-0.24214887386965178,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,task_score,circular_block_14,-1.4938295221655031,-2.3779827275171947,-0.6703237992770322,-6.269616659406982,0.8764253880219974,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,peak,circular_block_14,-2.8099276068342776e-10,-4.181488730654775e-10,-1.6657601629678815e-10,-4.879526526425392e-10,-2.2796615877058895e-10,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,grid_excess_energy_kwh,circular_block_14,0.6235332496834658,0.12639996166988787,1.0750437525816254,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,export_excess_energy_kwh,circular_block_14,0.6235332496834658,0.12639996166988787,1.0750437525816254,-0.38393909013657596,2.123633450766551,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,import_excess_energy_kwh,circular_block_14,0.0,0.0,0.0,0.0,0.0,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
PPO-QP-no-penalty,DischargeBias+QP,ramp_slack_kw_mean,circular_block_14,0.009157993584556108,-0.01751303343105559,0.03214447607018834,-0.16091521381682677,0.2061991043142325,65,5,20000,0.95,conditional_on_five_fixed_trained_seeds_and_inspected_scenario_holdout
