controller,seed,episode,episode_seed,training_day,ending_update,ending_transition,service_failure,steps,cost,carbon,task_score,terminal_soc_kwh,terminal_soc_error_kwh,terminal_target_conflict_steps,terminal_roundoff_repair_steps,terminal_ramp_relaxation_steps,soc_violation_rate,soc_violation_steps,ev_completion,final_ev_remaining,lighting_energy_kwh,grid_excess_energy_kwh
PPO-QP,20260807,86,20263470,197,17,8352,0,96,182.08094040292926,303.1389593266065,572.6212983881729,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.1102230246251565e-16,472.5,7.9776722604789345
PPO-QP,20260807,87,20263566,212,17,8448,0,96,210.29659869715337,348.6841111295478,651.7847290947583,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,2.315813407204574
PPO-QP,20260807,88,20263662,204,17,8544,0,96,238.76218856964664,365.9045153607399,798.8432567745014,125.0,0.0,0.0,0,1,0.0,0.0,1.0,5.551115123125783e-17,472.5,108.82270148114115
PPO-QP,20260807,89,20263758,207,17,8640,0,96,227.67301817458636,353.74449729816996,660.1858757889569,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,0.0
PPO-QP,20260807,90,20263854,49,18,8736,0,96,129.17139258829545,175.33829651342504,368.3097551341161,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,38.84146249389443
PPO-QP,20260807,91,20263538,16,18,8832,0,96,225.8768391951763,298.0877277677633,559.7522991599255,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,92,20263634,55,18,8928,0,96,150.98612154572368,219.4117190356419,808.0641220490386,125.0,0.0,0.0,0,0,0.0,0.0,1.0,1.6653345369377348e-16,472.5,397.0422264015686
PPO-QP,20260807,93,20263730,81,18,9024,0,96,197.28235333367968,226.97376624170647,428.778768421213,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,94,20263826,190,18,9120,0,96,182.66283617303256,264.82881680006165,497.1001678978688,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,1.3412867986243682
PPO-QP,20260807,95,20263922,173,18,9216,0,96,199.8583529773418,282.770306202126,529.6019914253018,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,96,20264018,196,19,9312,0,96,131.25026145172615,228.6674032284938,976.3768725716885,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.6653345369377348e-16,472.5,550.5093800105359
PPO-QP,20260807,97,20263702,104,19,9408,0,96,133.40422886012144,149.09060942370593,755.0931270776177,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.885780586188048e-16,472.5,472.4196513866915
PPO-QP,20260807,98,20263798,198,19,9504,0,96,192.7543858406312,314.89027010452077,595.1885440950745,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,8.359381313923071
PPO-QP,20260807,99,20263894,133,19,9600,0,96,126.34199109406269,211.83828682624426,923.8643735352533,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,528.9464489183356
PPO-QP,20260807,100,20263990,178,19,9696,0,96,182.2675646146721,252.37162729825678,476.1201726587467,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,2.8291944920858483
PPO-QP,20260807,101,20264086,105,20,9792,0,96,128.9462074598438,142.23020374094128,417.2008694904294,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,147.2200414456374
PPO-QP,20260807,102,20263770,174,20,9888,0,96,173.80726631078616,247.70176181810118,477.6775959930563,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,13.688059961456368
PPO-QP,20260807,103,20263866,144,20,9984,0,96,295.8600578522787,371.2711676359434,698.4346477032598,125.0,0.0,0.0,0,1,0.0,0.0,1.0,5.551115123125783e-17,472.5,0.0
PPO-QP,20260807,104,20263962,6,20,10080,0,96,151.34354958158073,212.26032558398805,438.17214042657446,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,39.99278489730406
PPO-QP,20260807,105,20264058,80,20,10176,0,96,208.21019649701688,244.71431073978334,474.1316315850763,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.1102230246251565e-16,472.5,12.04460409863824
PPO-QP,20260807,106,20264154,62,21,10272,0,96,158.4187258451146,221.26439540926566,416.15836962287517,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,1.2028759556202226
PPO-QP,20260807,107,20263838,93,21,10368,0,96,186.73361311539054,170.3032292450459,325.73922435347527,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,108,20263934,128,21,10464,0,96,187.93676646536863,328.6515174932925,646.5789574501612,125.0,0.0,0.0,0,1,0.0,0.0,1.0,2.7755575615628914e-16,472.5,35.12969337978997
PPO-QP,20260807,109,20264030,199,21,10560,0,96,196.2752384350152,316.1185281372183,593.8753983926532,125.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,472.5,4.631968207967575
PPO-QP,20260807,110,20264126,94,21,10656,0,96,202.1659729556158,191.67548372325876,365.809012152186,125.0,0.0,0.0,0,1,0.0,0.0,1.0,1.1102230246251565e-16,472.5,0.0
PPO-QP,20260807,111,20264222,174,21,10752,0,96,172.90343061808937,247.28416546638172,475.8437227550219,125.0,0.0,0.0,0,1,0.0,0.0,1.0,5.551115123125783e-17,472.5,12.798653213593326
PPO-QP,20260807,112,20264318,108,22,10848,0,96,161.7503381864803,176.60106486995582,476.7940259320379,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,141.76007229429308
PPO-QP,20260807,113,20264002,213,22,10944,0,96,267.0783710605766,418.92222743770907,912.049270903526,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,122.89751623280263
PPO-QP,20260807,114,20264098,96,22,11040,0,96,166.7081756598347,159.1236897205649,388.6879759233278,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,84.59757969644747
PPO-QP,20260807,115,20264194,128,22,11136,0,96,189.15700490889844,330.45131576875247,664.1776665066443,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,49.42309446235506
PPO-QP,20260807,116,20264290,94,22,11232,0,96,201.50744889268498,191.43504333114845,365.2856971132807,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,0.0
PPO-QP,20260807,117,20264386,176,23,11328,0,96,164.10072081001113,240.52015625919097,455.4638496765318,125.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,472.5,5.153729089961367
PPO-QP,20260807,118,20264070,234,23,11424,0,96,214.0412788315512,380.68561820873515,710.4754033908583,125.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,472.5,3.1928566969764893
PPO-QP,20260807,119,20264166,129,23,11520,0,96,229.33145670793724,379.4999994373997,706.4511255973479,125.0,0.0,0.0,0,1,0.0,0.0,1.0,3.3306690738754696e-16,472.5,0.0
PPO-QP,20260807,120,20264262,152,23,11616,0,96,268.6044473317967,286.59831058595586,658.0277139536767,125.0,0.0,0.0,0,1,0.0,0.0,1.0,5.551115123125783e-17,472.5,107.82746763630689
